batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_random_20x50_1024kb_r1_20260705T053803Z,random,20,50,1000,1024,cython,cython_random_50mb_uw1,1,31.02035762000014,32.236894630616945,0.6447378926123389,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,8.012621359223301,89.9,1.5234375,107.953125,0,1,1
batch_random_20x50_1024kb_r2_20260705T053837Z,random,20,50,1000,1024,cython,cython_random_50mb_uw1,2,23.10084026000004,43.28846867668,0.8657693735336,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,12.887826086956522,89.9,0.53515625,135.89453125,0,1,1
batch_random_20x50_1024kb_r3_20260705T053904Z,random,20,50,1000,1024,cython,cython_random_50mb_uw1,3,27.429024072000175,36.457731685058754,0.7291546337011751,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,10.003663003663004,89.9,0.046875,135.06640625,0,1,1
batch_random_20x50_1024kb_r4_20260705T053935Z,random,20,50,1000,1024,cython,cython_random_50mb_uw1,4,27.308487934999903,36.618651401725934,0.7323730280345188,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,10.480514705882353,89.9,0.0234375,136.84765625,0,1,1
batch_random_20x50_1024kb_r5_20260705T054005Z,random,20,50,1000,1024,cython,cython_random_50mb_uw1,5,26.9917007869999,37.04842491739658,0.7409684983479317,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,10.536059479553904,79.9,0.01953125,113.62109375,0,1,1
