dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,concurrency,repetitions,elapsed_avg_seconds,elapsed_std_seconds,elapsed_min_seconds,elapsed_max_seconds,throughput_avg_mb_s,throughput_std_mb_s,throughput_min_mb_s,throughput_max_mb_s
repeated,20,50,1000,1024,cython,1,5,22.54659048759968,0.876145404637436,21.035584175000622,23.269655655998577,44.40868498150384,1.8044043972737915,42.97442191596053,47.5384943760408
