batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_random_20x10_1024kb_r1_20260705T044329Z,random,20,10,200,1024,numpy,numpy_random_10mb_uw2,1,15.835452948999773,12.629888178388528,1.2629888178388529,200,200,0,209715200,209715200,0,0.0,1.0,20,0,4.361392405063291,40.0,40.84375,100.6484375,0,2,2
batch_random_20x10_1024kb_r2_20260705T044345Z,random,20,10,200,1024,numpy,numpy_random_10mb_uw2,2,3.4379256249994796,58.1746151067565,5.81746151067565,200,200,0,209715200,209715200,0,0.0,1.0,20,0,17.68,40.0,42.15234375,98.1484375,0,2,2
batch_random_20x10_1024kb_r3_20260705T044349Z,random,20,10,200,1024,numpy,numpy_random_10mb_uw2,3,3.215173010000399,62.205050670033835,6.2205050670033835,200,200,0,209715200,209715200,0,0.0,1.0,20,0,19.028125,40.0,20.09375,98.17578125,0,2,2
batch_random_20x10_1024kb_r4_20260705T044353Z,random,20,10,200,1024,numpy,numpy_random_10mb_uw2,4,3.4588232890000654,57.8231332708007,5.78231332708007,200,200,0,209715200,209715200,0,0.0,1.0,20,0,17.65714285714286,39.9,20.078125,98.1796875,0,2,2
batch_random_20x10_1024kb_r5_20260705T044357Z,random,20,10,200,1024,numpy,numpy_random_10mb_uw2,5,3.4279358879994106,58.34414835474729,5.834414835474729,200,200,0,209715200,209715200,0,0.0,1.0,20,0,17.705714285714286,40.0,20.0234375,98.17578125,0,2,2
