batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_mixed_20x100_1024kb_r1_20260705T053013Z,mixed,20,100,2000,1024,numpy,numpy_mixed_100mb_uw1,1,29.29511806299979,68.27076087213428,0.6827076087213427,2000,1000,1000,2097152000,1048576000,1048576000,50.0,2.0,20,0,17.7,109.8,2.28125,233.515625,0,1,1
batch_mixed_20x100_1024kb_r2_20260705T053052Z,mixed,20,100,2000,1024,numpy,numpy_mixed_100mb_uw1,2,44.309892658000535,45.136647372105124,0.45136647372105126,2000,1000,1000,2097152000,1048576000,1048576000,50.0,2.0,20,0,12.520909090909091,99.9,0.42578125,237.09765625,0,1,1
batch_mixed_20x100_1024kb_r3_20260705T053147Z,mixed,20,100,2000,1024,numpy,numpy_mixed_100mb_uw1,3,47.79020343499997,41.8495812163726,0.418495812163726,2000,1000,1000,2097152000,1048576000,1048576000,50.0,2.0,20,0,12.466455696202532,108.3,0.05859375,192.8203125,0,1,1
