batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_repeated_20x100_1024kb_r1_20260705T050418Z,repeated,20,100,2000,1024,numpy,numpy_repeated_100mb_uw1,1,36.320373307999944,55.06551331507044,0.5506551331507045,2000,1,1999,2097152000,1048576,2096103424,99.95,2000.0,20,0,15.061111111111112,99.9,2.31640625,218.6875,0,1,1
batch_repeated_20x100_1024kb_r2_20260705T050503Z,repeated,20,100,2000,1024,numpy,numpy_repeated_100mb_uw1,2,45.69860717500069,43.76501000000051,0.43765010000000504,2000,1,1999,2097152000,1048576,2096103424,99.95,2000.0,20,0,12.957362637362637,99.9,0.39453125,215.01171875,0,1,1
batch_repeated_20x100_1024kb_r3_20260705T050558Z,repeated,20,100,2000,1024,numpy,numpy_repeated_100mb_uw1,3,40.81207707199974,49.00510200624304,0.4900510200624304,2000,1,1999,2097152000,1048576,2096103424,99.95,2000.0,20,0,14.224384236453202,99.9,0.0390625,237.6484375,0,1,1
