batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_random_20x50_1024kb_r1_20260705T075013Z,random,20,50,1000,1024,ray,ray_random_50mb_uw1_rw4,1,57.502898071000004,17.39042784878911,0.34780855697578217,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,5.6001745200698085,99.9,-6.09375,120.6875,4,1,1
batch_random_20x50_1024kb_r2_20260705T075113Z,random,20,50,1000,1024,ray,ray_random_50mb_uw1_rw4,2,48.68229678199998,20.541348007428947,0.41082696014857895,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,6.696280991735537,99.9,-0.1953125,105.59375,4,1,1
batch_random_20x50_1024kb_r3_20260705T075205Z,random,20,50,1000,1024,ray,ray_random_50mb_uw1_rw4,3,45.08509836600001,22.18027765808601,0.4436055531617201,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,6.720489977728285,89.9,0.171875,111.8984375,4,1,1
batch_random_20x50_1024kb_r4_20260705T075253Z,random,20,50,1000,1024,ray,ray_random_50mb_uw1_rw4,4,47.71053488100006,20.959731482663248,0.419194629653265,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,6.946315789473684,89.9,0.03125,125.453125,4,1,1
batch_random_20x50_1024kb_r5_20260705T075344Z,random,20,50,1000,1024,ray,ray_random_50mb_uw1_rw4,5,32.12057395900001,31.13269399471006,0.6226538798942012,1000,1000,0,1048576000,1048576000,0,0.0,1.0,20,0,10.2771875,99.9,-0.00390625,117.9375,4,1,1
