dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,concurrency,repetitions,elapsed_avg_seconds,elapsed_std_seconds,elapsed_min_seconds,elapsed_max_seconds,throughput_avg_mb_s,throughput_std_mb_s,throughput_min_mb_s,throughput_max_mb_s
random,20,10,200,1024,cython,2,5,6.651417807600046,1.3164900718102224,5.190584167999987,8.569078999999874,30.998466206885343,5.943017285389782,23.33973114263539,38.531308524578485
