batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_modified_20x50_1024kb_r1_20260705T051429Z,modified,20,50,1000,1024,numpy,numpy_modified_50mb_uw2,1,17.726984924000135,56.41117224881961,1.1282234449763922,1000,10,990,1048576000,10485760,1038090240,99.0,100.0,20,0,14.17909604519774,79.9,1.5390625,130.640625,0,2,2
batch_modified_20x50_1024kb_r2_20260705T051449Z,modified,20,50,1000,1024,numpy,numpy_modified_50mb_uw2,2,21.67786863299989,46.129996307741955,0.9225999261548391,1000,10,990,1048576000,10485760,1038090240,99.0,100.0,20,0,13.375925925925927,109.9,0.37109375,186.453125,0,2,2
batch_modified_20x50_1024kb_r3_20260705T051513Z,modified,20,50,1000,1024,numpy,numpy_modified_50mb_uw2,3,22.41733700899931,44.608331471242806,0.892166629424856,1000,10,990,1048576000,10485760,1038090240,99.0,100.0,20,0,13.247533632286995,89.8,0.03515625,136.8203125,0,2,2
batch_modified_20x50_1024kb_r4_20260705T051538Z,modified,20,50,1000,1024,numpy,numpy_modified_50mb_uw2,4,22.872092676000648,43.72140381580761,0.8744280763161522,1000,10,990,1048576000,10485760,1038090240,99.0,100.0,20,0,12.952631578947368,89.9,0.015625,136.85546875,0,2,2
batch_modified_20x50_1024kb_r5_20260705T051603Z,modified,20,50,1000,1024,numpy,numpy_modified_50mb_uw2,5,23.548746010000286,42.46510619186842,0.8493021238373685,1000,10,990,1048576000,10485760,1038090240,99.0,100.0,20,0,12.98034188034188,89.9,0.0234375,136.86328125,0,2,2
