batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_mixed_20x50_1024kb_r1_20260705T043408Z,mixed,20,50,1000,1024,sequential,sequential_mixed_50mb_uw2,1,19.284877914999925,51.8541006278392,1.0370820125567841,1000,500,500,1048576000,524288000,524288000,50.0,2.0,20,0,13.178125,79.9,1.5390625,130.671875,0,2,2
batch_mixed_20x50_1024kb_r2_20260705T043429Z,mixed,20,50,1000,1024,sequential,sequential_mixed_50mb_uw2,2,27.60750410699984,36.222035723484744,0.7244407144696948,1000,500,500,1048576000,524288000,524288000,50.0,2.0,20,0,10.492363636363637,99.9,0.390625,136.6328125,0,2,2
batch_mixed_20x50_1024kb_r3_20260705T043459Z,mixed,20,50,1000,1024,sequential,sequential_mixed_50mb_uw2,3,26.099655402999815,38.314682112050534,0.7662936422410106,1000,500,500,1048576000,524288000,524288000,50.0,2.0,20,0,11.88,79.9,0.0546875,137.01171875,0,2,2
batch_mixed_20x50_1024kb_r4_20260705T043527Z,mixed,20,50,1000,1024,sequential,sequential_mixed_50mb_uw2,4,16.802920447999895,59.51346392995827,1.1902692785991653,1000,500,500,1048576000,524288000,524288000,50.0,2.0,20,0,17.407738095238095,89.7,0.0078125,137.08203125,0,2,2
batch_mixed_20x50_1024kb_r5_20260705T043546Z,mixed,20,50,1000,1024,sequential,sequential_mixed_50mb_uw2,5,16.72946386500007,59.77477868206602,1.1954955736413204,1000,500,500,1048576000,524288000,524288000,50.0,2.0,20,0,17.88975903614458,89.9,0.0234375,187.08984375,0,2,2
