batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_mixed_20x10_1024kb_r1_20260705T052352Z,mixed,20,10,200,1024,numpy,numpy_mixed_10mb_uw2,1,11.102395473000797,18.014130417743374,1.8014130417743375,200,100,100,209715200,104857600,104857600,50.0,2.0,20,0,6.301801801801802,40.0,20.88671875,90.48046875,0,2,2
batch_mixed_20x10_1024kb_r2_20260705T052403Z,mixed,20,10,200,1024,numpy,numpy_mixed_10mb_uw2,2,3.2095945769997343,62.313166103039734,6.231316610303973,200,100,100,209715200,104857600,104857600,50.0,2.0,20,0,19.9625,40.0,20.15234375,95.76953125,0,2,2
batch_mixed_20x10_1024kb_r3_20260705T052407Z,mixed,20,10,200,1024,numpy,numpy_mixed_10mb_uw2,3,3.4643236000001707,57.73132740832587,5.773132740832587,200,100,100,209715200,104857600,104857600,50.0,2.0,20,0,19.117142857142856,40.0,-39.734375,95.75390625,0,2,2
batch_mixed_20x10_1024kb_r4_20260705T052411Z,mixed,20,10,200,1024,numpy,numpy_mixed_10mb_uw2,4,3.2060302109994154,62.38244396881526,6.238244396881526,200,100,100,209715200,104857600,104857600,50.0,2.0,20,0,20.615625,40.0,19.8984375,95.7890625,0,2,2
batch_mixed_20x10_1024kb_r5_20260705T052414Z,mixed,20,10,200,1024,numpy,numpy_mixed_10mb_uw2,5,3.186261505999937,62.76948694367585,6.276948694367585,200,100,100,209715200,104857600,104857600,50.0,2.0,20,0,20.284375,40.0,-19.875,95.8046875,0,2,2
