batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_modified_20x10_1024kb_r1_20260705T041754Z,modified,20,10,200,1024,sequential,sequential_modified_10mb_uw2,1,3.6360186980000435,55.00521768768902,5.500521768768902,200,5,195,209715200,5242880,204472320,97.5,40.0,20,0,21.875675675675677,49.9,20.8828125,90.8203125,0,2,2
batch_modified_20x10_1024kb_r2_20260705T041758Z,modified,20,10,200,1024,sequential,sequential_modified_10mb_uw2,2,10.43531855800029,19.16568228256616,1.9165682282566159,200,5,195,209715200,5242880,204472320,97.5,40.0,20,0,8.060576923076923,40.0,20.16796875,96.265625,0,2,2
batch_modified_20x10_1024kb_r3_20260705T041809Z,modified,20,10,200,1024,sequential,sequential_modified_10mb_uw2,3,6.734370297999703,29.698396605753267,2.969839660575327,200,5,195,209715200,5242880,204472320,97.5,40.0,20,0,11.16764705882353,49.9,-39.7421875,96.265625,0,2,2
batch_modified_20x10_1024kb_r4_20260705T041816Z,modified,20,10,200,1024,sequential,sequential_modified_10mb_uw2,4,3.1298976759999277,63.89985255224191,6.3899852552241905,200,5,195,209715200,5242880,204472320,97.5,40.0,20,0,20.603125,40.0,19.90625,96.2890625,0,2,2
batch_modified_20x10_1024kb_r5_20260705T041819Z,modified,20,10,200,1024,sequential,sequential_modified_10mb_uw2,5,3.187685545000022,62.741445847350235,6.274144584735024,200,5,195,209715200,5242880,204472320,97.5,40.0,20,0,21.23125,40.0,-19.8828125,96.3125,0,2,2
