batch_id,dataset_type,num_files,file_size_mb,total_input_mb,chunk_size_kb,backend,experiment,run_number,total_elapsed_seconds,batch_throughput_mb_s,files_per_second,total_chunks,total_unique_chunks,total_duplicate_chunks,total_bytes_original,total_bytes_stored,total_bytes_saved,storage_saving_pct,dedup_ratio,integrity_ok_count,integrity_failed_count,cpu_avg_pct,cpu_max_pct,ram_delta_mb,peak_memory_mb,ray_workers,upload_workers,concurrency
batch_mixed_20x100_1024kb_r1_20260705T043634Z,mixed,20,100,2000,1024,sequential,sequential_mixed_100mb_uw1,1,32.15125784799966,62.2059643655414,0.622059643655414,2000,1000,1000,2097152000,1048576000,1048576000,50.0,2.0,20,0,15.839184952978057,109.8,2.34375,230.58984375,0,1,1
batch_mixed_20x100_1024kb_r2_20260705T043715Z,mixed,20,100,2000,1024,sequential,sequential_mixed_100mb_uw1,2,38.97908255399943,51.3095709020168,0.513095709020168,2000,1000,1000,2097152000,1048576000,1048576000,50.0,2.0,20,0,14.335309278350516,109.9,0.42578125,186.94921875,0,1,1
batch_mixed_20x100_1024kb_r3_20260705T043803Z,mixed,20,100,2000,1024,sequential,sequential_mixed_100mb_uw1,3,56.91541733299982,35.13986356804575,0.3513986356804575,2000,1000,1000,2097152000,1048576000,1048576000,50.0,2.0,20,0,10.167667844522969,109.9,0.0703125,236.14453125,0,1,1
